Sample in Buffer,Sample in Window,TRIGGER,i_core_v_mcu/i_soc_domain/fc_subsystem_i/lFC_CORE/instr_rdata_i[31:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX
42002,42002,0,ce4ed04a
42003,42003,0,000107a3
42004,42004,0,00000000
42005,42005,0,6c634719
42006,42006,0,00000000
42007,42007,0,173704f7
42008,42008,0,078a1a00
42009,42009,0,09470713
42010,42010,0,439c97ba
42011,42011,0,00000000
42012,42012,0,f8040413
42013,42013,0,00f10613
42014,42014,0,00000000
42015,42015,0,45014585
42016,42016,0,00000000
42017,42017,0,00ef8782
42018,42018,0,47854e50
42019,42019,0,00000000
42020,42020,0,00ef8782
42021,42021,0,47854e50
42022,42022,0,02f51963
42023,42023,0,27b7bfc5
42024,42024,0,87930034
42025,42025,0,953e0417
42026,42026,0,591c051e
42027,42027,0,c7998b85
42028,42028,0,00000000
42029,42029,0,03454783
42030,42030,0,00000000
42031,42031,0,00234505
42032,42032,0,00000000
42033,42033,0,00000000
42034,42034,0,00000000
42035,42035,0,00000000
42036,42036,0,80824501
42037,42037,0,ca09832a
42038,42038,0,00058383
42039,42039,0,47854e50
42040,42040,0,02f51963
42041,42041,0,00f14703
42042,42042,0,05300793
42043,42043,0,50b2f6e7
42044,42044,0,54925422
42045,42045,0,49f25902
42046,42046,0,80826145
42047,42047,0,00000000
42048,42048,0,49f000ef
42049,42049,0,00000000
42050,42050,0,16e34785
42051,42051,0,4783e46f
42052,42052,0,e399f689
42053,42053,0,d24ff0ef
42054,42054,0,078547b2
42055,42055,0,00000000
42056,42056,0,00000000
42057,42057,0,c6061141
42058,42058,0,c226c422
42059,42059,0,00efc04a
42060,42060,0,00000000
42061,42061,0,c55177a0
42062,42062,0,00000000
42063,42063,0,e7b74405
42064,42064,0,1a1077b7
42065,42065,0,751343e8
42066,42066,0,80820ff5
42067,42067,0,1a1077b7
42068,42068,0,8082c7a8
42069,42069,0,00000000
42070,42070,0,00000000
42071,42071,0,00000000
42072,42072,0,00000000
42073,42073,0,c55177a0
42074,42074,0,e7b74405
42075,42075,0,80a31c07
42076,42076,0,40b2b581
42077,42077,0,44924422
42078,42078,0,01414902
42079,42079,0,11018082
42080,42080,0,00000000
42081,42081,0,ce06ca26
42082,42082,0,00000000
42083,42083,0,078547b2
42084,42084,0,47b2c63e
42085,42085,0,fcf478e3
42086,42086,0,00000000
42087,42087,0,00000000
42088,42088,0,f819c783
42089,42089,0,00000000
42090,42090,0,0828e789
42091,42091,0,00000000
42092,42092,0,074a2783
42093,42093,0,01578863
42094,42094,0,1c0087b7
42095,42095,0,08078793
42096,42096,0,00000000
42097,42097,0,00000000
42098,42098,0,00000000
42099,42099,0,00000000
42100,42100,0,00000000
42101,42101,0,f6a4c783
42102,42102,0,f0efe399
42103,42103,0,4783e46f
42104,42104,0,e399f689
42105,42105,0,00000000
42106,42106,0,d4227179
42107,42107,0,1c07e437
42108,42108,0,f8044783
42109,42109,0,00000000
42110,42110,0,d226d606
42111,42111,0,ce4ed04a
42112,42112,0,000107a3
42113,42113,0,00000000
42114,42114,0,6c634719
42115,42115,0,00000000
42116,42116,0,173704f7
42117,42117,0,078a1a00
42118,42118,0,09470713
42119,42119,0,439c97ba
42120,42120,0,00000000
42121,42121,0,f8040413
42122,42122,0,00f10613
42123,42123,0,00000000
42124,42124,0,45014585
42125,42125,0,00000000
42126,42126,0,00ef8782
42127,42127,0,47854e50
42128,42128,0,00000000
42129,42129,0,00ef8782
42130,42130,0,47854e50
42131,42131,0,02f51963
42132,42132,0,27b7bfc5
42133,42133,0,87930034
42134,42134,0,953e0417
42135,42135,0,591c051e
42136,42136,0,c7998b85
42137,42137,0,00000000
42138,42138,0,03454783
42139,42139,0,00000000
42140,42140,0,00234505
42141,42141,0,00000000
42142,42142,0,00000000
42143,42143,0,00000000
42144,42144,0,00000000
42145,42145,0,80824501
42146,42146,0,ca09832a
42147,42147,0,00058383
42148,42148,0,47854e50
42149,42149,0,02f51963
42150,42150,0,00f14703
42151,42151,0,05300793
42152,42152,0,50b2f6e7
42153,42153,0,54925422
42154,42154,0,49f25902
42155,42155,0,80826145
42156,42156,0,00000000
42157,42157,0,49f000ef
42158,42158,0,00000000
42159,42159,0,16e34785
42160,42160,0,4783e46f
42161,42161,0,e399f689
42162,42162,0,d24ff0ef
42163,42163,0,078547b2
42164,42164,0,00000000
42165,42165,0,00000000
42166,42166,0,c6061141
42167,42167,0,c226c422
42168,42168,0,00efc04a
42169,42169,0,00000000
42170,42170,0,c55177a0
42171,42171,0,00000000
42172,42172,0,e7b74405
42173,42173,0,1a1077b7
42174,42174,0,751343e8
42175,42175,0,80820ff5
42176,42176,0,1a1077b7
42177,42177,0,8082c7a8
42178,42178,0,00000000
42179,42179,0,00000000
42180,42180,0,00000000
42181,42181,0,00000000
42182,42182,0,c55177a0
42183,42183,0,e7b74405
42184,42184,0,80a31c07
42185,42185,0,40b2b581
42186,42186,0,44924422
42187,42187,0,01414902
42188,42188,0,11018082
42189,42189,0,00000000
42190,42190,0,ce06ca26
42191,42191,0,00000000
42192,42192,0,078547b2
42193,42193,0,47b2c63e
42194,42194,0,fcf478e3
42195,42195,0,00000000
42196,42196,0,00000000
42197,42197,0,f819c783
42198,42198,0,00000000
42199,42199,0,0828e789
42200,42200,0,00000000
42201,42201,0,074a2783
42202,42202,0,01578863
42203,42203,0,1c0087b7
42204,42204,0,08078793
42205,42205,0,00000000
42206,42206,0,00000000
42207,42207,0,00000000
42208,42208,0,00000000
42209,42209,0,00000000
42210,42210,0,f6a4c783
42211,42211,0,f0efe399
42212,42212,0,4783e46f
42213,42213,0,e399f689
42214,42214,0,00000000
42215,42215,0,d4227179
42216,42216,0,1c07e437
42217,42217,0,f8044783
42218,42218,0,00000000
42219,42219,0,d226d606
42220,42220,0,ce4ed04a
42221,42221,0,000107a3
42222,42222,0,00000000
42223,42223,0,6c634719
42224,42224,0,00000000
42225,42225,0,173704f7
42226,42226,0,078a1a00
42227,42227,0,09470713
42228,42228,0,439c97ba
42229,42229,0,00000000
42230,42230,0,f8040413
42231,42231,0,00f10613
42232,42232,0,00000000
42233,42233,0,45014585
42234,42234,0,00000000
42235,42235,0,00ef8782
42236,42236,0,47854e50
42237,42237,0,00000000
42238,42238,0,00ef8782
42239,42239,0,47854e50
42240,42240,0,02f51963
42241,42241,0,27b7bfc5
42242,42242,0,87930034
42243,42243,0,953e0417
42244,42244,0,591c051e
42245,42245,0,c7998b85
42246,42246,0,00000000
42247,42247,0,03454783
42248,42248,0,00000000
42249,42249,0,00234505
42250,42250,0,00000000
42251,42251,0,00000000
42252,42252,0,00000000
42253,42253,0,00000000
42254,42254,0,80824501
42255,42255,0,ca09832a
42256,42256,0,00058383
42257,42257,0,47854e50
42258,42258,0,02f51963
42259,42259,0,00f14703
42260,42260,0,05300793
42261,42261,0,50b2f6e7
42262,42262,0,54925422
42263,42263,0,49f25902
42264,42264,0,80826145
42265,42265,0,00000000
42266,42266,0,49f000ef
42267,42267,0,00000000
42268,42268,0,16e34785
42269,42269,0,4783e46f
42270,42270,0,e399f689
42271,42271,0,d24ff0ef
42272,42272,0,078547b2
42273,42273,0,00000000
42274,42274,0,00000000
42275,42275,0,c6061141
42276,42276,0,c226c422
42277,42277,0,00efc04a
42278,42278,0,00000000
42279,42279,0,c55177a0
42280,42280,0,00000000
42281,42281,0,e7b74405
42282,42282,0,1a1077b7
42283,42283,0,751343e8
42284,42284,0,80820ff5
42285,42285,0,1a1077b7
42286,42286,0,8082c7a8
42287,42287,0,00000000
42288,42288,0,00000000
42289,42289,0,00000000
42290,42290,0,00000000
42291,42291,0,c55177a0
42292,42292,0,e7b74405
42293,42293,0,80a31c07
42294,42294,0,40b2b581
42295,42295,0,44924422
42296,42296,0,01414902
42297,42297,0,11018082
42298,42298,0,00000000
42299,42299,0,ce06ca26
42300,42300,0,00000000
42301,42301,0,078547b2
42302,42302,0,47b2c63e
42303,42303,0,fcf478e3
42304,42304,0,00000000
42305,42305,0,00000000
42306,42306,0,f819c783
42307,42307,0,00000000
42308,42308,0,0828e789
42309,42309,0,00000000
42310,42310,0,074a2783
42311,42311,0,01578863
42312,42312,0,1c0087b7
42313,42313,0,08078793
42314,42314,0,00000000
42315,42315,0,00000000
42316,42316,0,00000000
42317,42317,0,00000000
42318,42318,0,00000000
42319,42319,0,f6a4c783
42320,42320,0,f0efe399
42321,42321,0,4783e46f
42322,42322,0,e399f689
42323,42323,0,00000000
42324,42324,0,d4227179
42325,42325,0,1c07e437
42326,42326,0,f8044783
42327,42327,0,00000000
42328,42328,0,d226d606
42329,42329,0,ce4ed04a
42330,42330,0,000107a3
42331,42331,0,00000000
42332,42332,0,6c634719
42333,42333,0,00000000
42334,42334,0,173704f7
42335,42335,0,078a1a00
42336,42336,0,09470713
42337,42337,0,439c97ba
42338,42338,0,00000000
42339,42339,0,f8040413
42340,42340,0,00f10613
42341,42341,0,00000000
42342,42342,0,45014585
42343,42343,0,00000000
42344,42344,0,00ef8782
42345,42345,0,47854e50
42346,42346,0,00000000
42347,42347,0,00ef8782
42348,42348,0,47854e50
42349,42349,0,02f51963
42350,42350,0,27b7bfc5
42351,42351,0,87930034
42352,42352,0,953e0417
42353,42353,0,591c051e
42354,42354,0,c7998b85
42355,42355,0,00000000
42356,42356,0,03454783
42357,42357,0,00000000
42358,42358,0,00234505
42359,42359,0,00000000
42360,42360,0,00000000
42361,42361,0,00000000
42362,42362,0,00000000
42363,42363,0,80824501
42364,42364,0,ca09832a
42365,42365,0,00058383
42366,42366,0,47854e50
42367,42367,0,02f51963
42368,42368,0,00f14703
42369,42369,0,05300793
42370,42370,0,50b2f6e7
42371,42371,0,54925422
42372,42372,0,49f25902
42373,42373,0,80826145
42374,42374,0,00000000
42375,42375,0,49f000ef
42376,42376,0,00000000
42377,42377,0,16e34785
42378,42378,0,4783e46f
42379,42379,0,e399f689
42380,42380,0,d24ff0ef
42381,42381,0,078547b2
42382,42382,0,00000000
42383,42383,0,00000000
42384,42384,0,c6061141
42385,42385,0,c226c422
42386,42386,0,00efc04a
42387,42387,0,00000000
42388,42388,0,c55177a0
42389,42389,0,00000000
42390,42390,0,e7b74405
42391,42391,0,1a1077b7
42392,42392,0,751343e8
42393,42393,0,80820ff5
42394,42394,0,1a1077b7
42395,42395,0,8082c7a8
42396,42396,0,00000000
42397,42397,0,00000000
42398,42398,0,00000000
42399,42399,0,00000000
42400,42400,0,c55177a0
42401,42401,0,e7b74405
42402,42402,0,80a31c07
42403,42403,0,40b2b581
42404,42404,0,44924422
42405,42405,0,01414902
42406,42406,0,11018082
42407,42407,0,00000000
42408,42408,0,ce06ca26
42409,42409,0,00000000
42410,42410,0,078547b2
42411,42411,0,47b2c63e
42412,42412,0,fcf478e3
42413,42413,0,00000000
42414,42414,0,00000000
42415,42415,0,f819c783
42416,42416,0,00000000
42417,42417,0,0828e789
42418,42418,0,00000000
42419,42419,0,074a2783
42420,42420,0,01578863
42421,42421,0,1c0087b7
42422,42422,0,08078793
42423,42423,0,00000000
42424,42424,0,00000000
42425,42425,0,00000000
42426,42426,0,00000000
42427,42427,0,00000000
42428,42428,0,f6a4c783
42429,42429,0,f0efe399
42430,42430,0,4783e46f
42431,42431,0,e399f689
42432,42432,0,00000000
42433,42433,0,d4227179
42434,42434,0,1c07e437
42435,42435,0,f8044783
42436,42436,0,00000000
42437,42437,0,d226d606
42438,42438,0,ce4ed04a
42439,42439,0,000107a3
42440,42440,0,00000000
42441,42441,0,6c634719
42442,42442,0,00000000
42443,42443,0,173704f7
42444,42444,0,078a1a00
42445,42445,0,09470713
42446,42446,0,439c97ba
42447,42447,0,00000000
42448,42448,0,f8040413
42449,42449,0,00f10613
42450,42450,0,00000000
42451,42451,0,45014585
42452,42452,0,00000000
42453,42453,0,00ef8782
42454,42454,0,47854e50
42455,42455,0,00000000
42456,42456,0,00ef8782
42457,42457,0,47854e50
42458,42458,0,02f51963
42459,42459,0,27b7bfc5
42460,42460,0,87930034
42461,42461,0,953e0417
42462,42462,0,591c051e
42463,42463,0,c7998b85
42464,42464,0,00000000
42465,42465,0,03454783
42466,42466,0,00000000
42467,42467,0,00234505
42468,42468,0,00000000
42469,42469,0,00000000
42470,42470,0,00000000
42471,42471,0,00000000
42472,42472,0,80824501
42473,42473,0,ca09832a
42474,42474,0,00058383
42475,42475,0,47854e50
42476,42476,0,02f51963
42477,42477,0,00f14703
42478,42478,0,05300793
42479,42479,0,50b2f6e7
42480,42480,0,54925422
42481,42481,0,49f25902
42482,42482,0,80826145
42483,42483,0,00000000
42484,42484,0,49f000ef
42485,42485,0,00000000
42486,42486,0,16e34785
42487,42487,0,4783e46f
42488,42488,0,e399f689
42489,42489,0,d24ff0ef
42490,42490,0,078547b2
42491,42491,0,00000000
42492,42492,0,00000000
42493,42493,0,c6061141
42494,42494,0,c226c422
42495,42495,0,00efc04a
42496,42496,0,00000000
42497,42497,0,c55177a0
42498,42498,0,00000000
42499,42499,0,e7b74405
42500,42500,0,1a1077b7
42501,42501,0,751343e8
42502,42502,0,80820ff5
42503,42503,0,1a1077b7
42504,42504,0,8082c7a8
42505,42505,0,00000000
42506,42506,0,00000000
42507,42507,0,00000000
42508,42508,0,00000000
42509,42509,0,c55177a0
42510,42510,0,e7b74405
42511,42511,0,80a31c07
42512,42512,0,40b2b581
42513,42513,0,44924422
42514,42514,0,01414902
42515,42515,0,11018082
42516,42516,0,00000000
42517,42517,0,ce06ca26
42518,42518,0,00000000
42519,42519,0,078547b2
42520,42520,0,47b2c63e
42521,42521,0,fcf478e3
42522,42522,0,00000000
42523,42523,0,00000000
42524,42524,0,f819c783
42525,42525,0,00000000
42526,42526,0,0828e789
42527,42527,0,00000000
42528,42528,0,074a2783
42529,42529,0,01578863
42530,42530,0,1c0087b7
42531,42531,0,08078793
42532,42532,0,00000000
42533,42533,0,00000000
42534,42534,0,00000000
42535,42535,0,00000000
42536,42536,0,00000000
42537,42537,0,f6a4c783
42538,42538,0,f0efe399
42539,42539,0,4783e46f
42540,42540,0,e399f689
42541,42541,0,00000000
42542,42542,0,d4227179
42543,42543,0,1c07e437
42544,42544,0,f8044783
42545,42545,0,00000000
42546,42546,0,d226d606
42547,42547,0,ce4ed04a
42548,42548,0,000107a3
42549,42549,0,00000000
42550,42550,0,6c634719
42551,42551,0,00000000
42552,42552,0,173704f7
42553,42553,0,078a1a00
42554,42554,0,09470713
42555,42555,0,439c97ba
42556,42556,0,00000000
42557,42557,0,f8040413
42558,42558,0,00f10613
42559,42559,0,00000000
42560,42560,0,45014585
42561,42561,0,00000000
42562,42562,0,00ef8782
42563,42563,0,47854e50
42564,42564,0,00000000
42565,42565,0,00ef8782
42566,42566,0,47854e50
42567,42567,0,02f51963
42568,42568,0,27b7bfc5
42569,42569,0,87930034
42570,42570,0,953e0417
42571,42571,0,591c051e
42572,42572,0,c7998b85
42573,42573,0,00000000
42574,42574,0,03454783
42575,42575,0,00000000
42576,42576,0,00234505
42577,42577,0,00000000
42578,42578,0,00000000
42579,42579,0,00000000
42580,42580,0,00000000
42581,42581,0,80824501
42582,42582,0,ca09832a
42583,42583,0,00058383
42584,42584,0,47854e50
42585,42585,0,02f51963
42586,42586,0,00f14703
42587,42587,0,05300793
42588,42588,0,50b2f6e7
42589,42589,0,54925422
42590,42590,0,49f25902
42591,42591,0,80826145
42592,42592,0,00000000
42593,42593,0,49f000ef
42594,42594,0,00000000
42595,42595,0,16e34785
42596,42596,0,4783e46f
42597,42597,0,e399f689
42598,42598,0,d24ff0ef
42599,42599,0,078547b2
42600,42600,0,00000000
42601,42601,0,00000000
42602,42602,0,c6061141
42603,42603,0,c226c422
42604,42604,0,00efc04a
42605,42605,0,00000000
42606,42606,0,c55177a0
42607,42607,0,00000000
42608,42608,0,e7b74405
42609,42609,0,1a1077b7
42610,42610,0,751343e8
42611,42611,0,80820ff5
42612,42612,0,1a1077b7
42613,42613,0,8082c7a8
42614,42614,0,00000000
42615,42615,0,00000000
42616,42616,0,00000000
42617,42617,0,00000000
42618,42618,0,c55177a0
42619,42619,0,e7b74405
42620,42620,0,80a31c07
42621,42621,0,40b2b581
42622,42622,0,44924422
42623,42623,0,01414902
42624,42624,0,11018082
42625,42625,0,00000000
42626,42626,0,ce06ca26
42627,42627,0,00000000
42628,42628,0,078547b2
42629,42629,0,47b2c63e
42630,42630,0,fcf478e3
42631,42631,0,00000000
42632,42632,0,00000000
42633,42633,0,f819c783
42634,42634,0,00000000
42635,42635,0,0828e789
42636,42636,0,00000000
42637,42637,0,074a2783
42638,42638,0,01578863
42639,42639,0,1c0087b7
42640,42640,0,08078793
42641,42641,0,00000000
42642,42642,0,00000000
42643,42643,0,00000000
42644,42644,0,00000000
42645,42645,0,00000000
42646,42646,0,f6a4c783
42647,42647,0,f0efe399
42648,42648,0,4783e46f
42649,42649,0,e399f689
42650,42650,0,00000000
42651,42651,0,d4227179
42652,42652,0,1c07e437
42653,42653,0,f8044783
42654,42654,0,00000000
42655,42655,0,d226d606
42656,42656,0,ce4ed04a
42657,42657,0,000107a3
42658,42658,0,00000000
42659,42659,0,6c634719
42660,42660,0,00000000
42661,42661,0,173704f7
42662,42662,0,078a1a00
42663,42663,0,09470713
42664,42664,0,439c97ba
42665,42665,0,00000000
42666,42666,0,f8040413
42667,42667,0,00f10613
42668,42668,0,00000000
42669,42669,0,45014585
42670,42670,0,00000000
42671,42671,0,00ef8782
42672,42672,0,47854e50
42673,42673,0,00000000
42674,42674,0,00ef8782
42675,42675,0,47854e50
42676,42676,0,02f51963
42677,42677,0,27b7bfc5
42678,42678,0,87930034
42679,42679,0,953e0417
42680,42680,0,591c051e
42681,42681,0,c7998b85
42682,42682,0,00000000
42683,42683,0,03454783
42684,42684,0,00000000
42685,42685,0,00234505
42686,42686,0,00000000
42687,42687,0,00000000
42688,42688,0,00000000
42689,42689,0,00000000
42690,42690,0,80824501
42691,42691,0,ca09832a
42692,42692,0,00058383
42693,42693,0,47854e50
42694,42694,0,02f51963
42695,42695,0,00f14703
42696,42696,0,05300793
42697,42697,0,50b2f6e7
42698,42698,0,54925422
42699,42699,0,49f25902
42700,42700,0,80826145
42701,42701,0,00000000
42702,42702,0,49f000ef
42703,42703,0,00000000
42704,42704,0,16e34785
42705,42705,0,4783e46f
42706,42706,0,e399f689
42707,42707,0,d24ff0ef
42708,42708,0,078547b2
42709,42709,0,00000000
42710,42710,0,00000000
42711,42711,0,c6061141
42712,42712,0,c226c422
42713,42713,0,00efc04a
42714,42714,0,00000000
42715,42715,0,c55177a0
42716,42716,0,00000000
42717,42717,0,e7b74405
42718,42718,0,1a1077b7
42719,42719,0,751343e8
42720,42720,0,80820ff5
42721,42721,0,1a1077b7
42722,42722,0,8082c7a8
42723,42723,0,00000000
42724,42724,0,00000000
42725,42725,0,00000000
42726,42726,0,00000000
42727,42727,0,c55177a0
42728,42728,0,e7b74405
42729,42729,0,80a31c07
42730,42730,0,40b2b581
42731,42731,0,44924422
42732,42732,0,01414902
42733,42733,0,11018082
42734,42734,0,00000000
42735,42735,0,ce06ca26
42736,42736,0,00000000
42737,42737,0,078547b2
42738,42738,0,47b2c63e
42739,42739,0,fcf478e3
42740,42740,0,00000000
42741,42741,0,00000000
42742,42742,0,f819c783
42743,42743,0,00000000
42744,42744,0,0828e789
42745,42745,0,00000000
42746,42746,0,074a2783
42747,42747,0,01578863
42748,42748,0,1c0087b7
42749,42749,0,08078793
42750,42750,0,00000000
42751,42751,0,00000000
42752,42752,0,00000000
42753,42753,0,00000000
42754,42754,0,00000000
42755,42755,0,f6a4c783
42756,42756,0,f0efe399
42757,42757,0,4783e46f
42758,42758,0,e399f689
42759,42759,0,00000000
42760,42760,0,d4227179
42761,42761,0,1c07e437
42762,42762,0,f8044783
42763,42763,0,00000000
42764,42764,0,d226d606
42765,42765,0,ce4ed04a
42766,42766,0,000107a3
42767,42767,0,00000000
42768,42768,0,6c634719
42769,42769,0,00000000
42770,42770,0,173704f7
42771,42771,0,078a1a00
42772,42772,0,09470713
42773,42773,0,439c97ba
42774,42774,0,00000000
42775,42775,0,f8040413
42776,42776,0,00f10613
42777,42777,0,00000000
42778,42778,0,45014585
42779,42779,0,00000000
42780,42780,0,00ef8782
42781,42781,0,47854e50
42782,42782,0,00000000
42783,42783,0,00ef8782
42784,42784,0,47854e50
42785,42785,0,02f51963
42786,42786,0,27b7bfc5
42787,42787,0,87930034
42788,42788,0,953e0417
42789,42789,0,591c051e
42790,42790,0,c7998b85
42791,42791,0,00000000
42792,42792,0,03454783
42793,42793,0,00000000
42794,42794,0,00234505
42795,42795,0,00000000
42796,42796,0,00000000
42797,42797,0,00000000
42798,42798,0,00000000
42799,42799,0,80824501
42800,42800,0,ca09832a
42801,42801,0,00058383
42802,42802,0,47854e50
42803,42803,0,02f51963
42804,42804,0,00f14703
42805,42805,0,05300793
42806,42806,0,50b2f6e7
42807,42807,0,54925422
42808,42808,0,49f25902
42809,42809,0,80826145
42810,42810,0,00000000
42811,42811,0,49f000ef
42812,42812,0,00000000
42813,42813,0,16e34785
42814,42814,0,4783e46f
42815,42815,0,e399f689
42816,42816,0,d24ff0ef
42817,42817,0,078547b2
42818,42818,0,00000000
42819,42819,0,00000000
42820,42820,0,c6061141
42821,42821,0,c226c422
42822,42822,0,00efc04a
42823,42823,0,00000000
42824,42824,0,c55177a0
42825,42825,0,00000000
42826,42826,0,e7b74405
42827,42827,0,1a1077b7
42828,42828,0,751343e8
42829,42829,0,80820ff5
42830,42830,0,1a1077b7
42831,42831,0,8082c7a8
42832,42832,0,00000000
42833,42833,0,00000000
42834,42834,0,00000000
42835,42835,0,00000000
42836,42836,0,c55177a0
42837,42837,0,e7b74405
42838,42838,0,80a31c07
42839,42839,0,40b2b581
42840,42840,0,44924422
42841,42841,0,01414902
42842,42842,0,11018082
42843,42843,0,00000000
42844,42844,0,ce06ca26
42845,42845,0,00000000
42846,42846,0,078547b2
42847,42847,0,47b2c63e
42848,42848,0,fcf478e3
42849,42849,0,00000000
42850,42850,0,00000000
42851,42851,0,f819c783
42852,42852,0,00000000
42853,42853,0,0828e789
42854,42854,0,00000000
42855,42855,0,074a2783
42856,42856,0,01578863
42857,42857,0,1c0087b7
42858,42858,0,08078793
42859,42859,0,00000000
42860,42860,0,00000000
42861,42861,0,00000000
42862,42862,0,00000000
42863,42863,0,00000000
42864,42864,0,f6a4c783
42865,42865,0,f0efe399
42866,42866,0,4783e46f
42867,42867,0,e399f689
42868,42868,0,00000000
42869,42869,0,d4227179
42870,42870,0,1c07e437
42871,42871,0,f8044783
42872,42872,0,00000000
42873,42873,0,d226d606
42874,42874,0,ce4ed04a
42875,42875,0,000107a3
42876,42876,0,00000000
42877,42877,0,6c634719
42878,42878,0,00000000
42879,42879,0,173704f7
42880,42880,0,078a1a00
42881,42881,0,09470713
42882,42882,0,439c97ba
42883,42883,0,00000000
42884,42884,0,f8040413
42885,42885,0,00f10613
42886,42886,0,00000000
42887,42887,0,45014585
42888,42888,0,00000000
42889,42889,0,00ef8782
42890,42890,0,47854e50
42891,42891,0,00000000
42892,42892,0,00ef8782
42893,42893,0,47854e50
42894,42894,0,02f51963
42895,42895,0,27b7bfc5
42896,42896,0,87930034
42897,42897,0,953e0417
42898,42898,0,591c051e
42899,42899,0,c7998b85
42900,42900,0,00000000
42901,42901,0,03454783
42902,42902,0,00000000
42903,42903,0,00234505
42904,42904,0,00000000
42905,42905,0,00000000
42906,42906,0,00000000
42907,42907,0,00000000
42908,42908,0,80824501
42909,42909,0,ca09832a
42910,42910,0,00058383
42911,42911,0,47854e50
42912,42912,0,02f51963
42913,42913,0,00f14703
42914,42914,0,05300793
42915,42915,0,50b2f6e7
42916,42916,0,54925422
42917,42917,0,49f25902
42918,42918,0,80826145
42919,42919,0,00000000
42920,42920,0,49f000ef
42921,42921,0,00000000
42922,42922,0,16e34785
42923,42923,0,4783e46f
42924,42924,0,e399f689
42925,42925,0,d24ff0ef
42926,42926,0,078547b2
42927,42927,0,00000000
42928,42928,0,00000000
42929,42929,0,c6061141
42930,42930,0,c226c422
42931,42931,0,00efc04a
42932,42932,0,00000000
42933,42933,0,c55177a0
42934,42934,0,00000000
42935,42935,0,e7b74405
42936,42936,0,1a1077b7
42937,42937,0,751343e8
42938,42938,0,80820ff5
42939,42939,0,1a1077b7
42940,42940,0,8082c7a8
42941,42941,0,00000000
42942,42942,0,00000000
42943,42943,0,00000000
42944,42944,0,00000000
42945,42945,0,c55177a0
42946,42946,0,e7b74405
42947,42947,0,80a31c07
42948,42948,0,40b2b581
42949,42949,0,44924422
42950,42950,0,01414902
42951,42951,0,11018082
42952,42952,0,00000000
42953,42953,0,ce06ca26
42954,42954,0,00000000
42955,42955,0,078547b2
42956,42956,0,47b2c63e
42957,42957,0,fcf478e3
42958,42958,0,00000000
42959,42959,0,00000000
42960,42960,0,f819c783
42961,42961,0,00000000
42962,42962,0,0828e789
42963,42963,0,00000000
42964,42964,0,074a2783
42965,42965,0,01578863
42966,42966,0,1c0087b7
42967,42967,0,08078793
42968,42968,0,00000000
42969,42969,0,00000000
42970,42970,0,00000000
42971,42971,0,00000000
42972,42972,0,00000000
42973,42973,0,f6a4c783
42974,42974,0,f0efe399
42975,42975,0,4783e46f
42976,42976,0,e399f689
42977,42977,0,00000000
42978,42978,0,d4227179
42979,42979,0,1c07e437
42980,42980,0,f8044783
42981,42981,0,00000000
42982,42982,0,d226d606
42983,42983,0,ce4ed04a
42984,42984,0,000107a3
42985,42985,0,00000000
42986,42986,0,6c634719
42987,42987,0,00000000
42988,42988,0,173704f7
42989,42989,0,078a1a00
42990,42990,0,09470713
42991,42991,0,439c97ba
42992,42992,0,00000000
42993,42993,0,f8040413
42994,42994,0,00f10613
42995,42995,0,00000000
42996,42996,0,45014585
42997,42997,0,00000000
42998,42998,0,00ef8782
42999,42999,0,47854e50
43000,43000,0,00000000
43001,43001,0,00ef8782
43002,43002,0,47854e50
43003,43003,0,02f51963
43004,43004,0,27b7bfc5
43005,43005,0,87930034
43006,43006,0,953e0417
43007,43007,0,591c051e
43008,43008,0,c7998b85
43009,43009,0,00000000
43010,43010,0,03454783
43011,43011,0,00000000
43012,43012,0,00234505
43013,43013,0,00000000
43014,43014,0,00000000
43015,43015,0,00000000
43016,43016,0,00000000
43017,43017,0,80824501
43018,43018,0,ca09832a
43019,43019,0,00058383
43020,43020,0,47854e50
43021,43021,0,02f51963
43022,43022,0,00f14703
43023,43023,0,05300793
43024,43024,0,50b2f6e7
43025,43025,0,54925422
43026,43026,0,49f25902
43027,43027,0,80826145
43028,43028,0,00000000
43029,43029,0,49f000ef
43030,43030,0,00000000
43031,43031,0,16e34785
43032,43032,0,4783e46f
43033,43033,0,e399f689
43034,43034,0,d24ff0ef
43035,43035,0,078547b2
43036,43036,0,00000000
43037,43037,0,00000000
43038,43038,0,c6061141
43039,43039,0,c226c422
43040,43040,0,00efc04a
43041,43041,0,00000000
43042,43042,0,c55177a0
43043,43043,0,00000000
43044,43044,0,e7b74405
43045,43045,0,1a1077b7
43046,43046,0,751343e8
43047,43047,0,80820ff5
43048,43048,0,1a1077b7
43049,43049,0,8082c7a8
43050,43050,0,00000000
43051,43051,0,00000000
43052,43052,0,00000000
43053,43053,0,00000000
43054,43054,0,c55177a0
43055,43055,0,e7b74405
43056,43056,0,80a31c07
43057,43057,0,40b2b581
43058,43058,0,44924422
43059,43059,0,01414902
43060,43060,0,11018082
43061,43061,0,00000000
43062,43062,0,ce06ca26
43063,43063,0,00000000
43064,43064,0,078547b2
43065,43065,0,47b2c63e
43066,43066,0,fcf478e3
43067,43067,0,00000000
43068,43068,0,00000000
43069,43069,0,f819c783
43070,43070,0,00000000
43071,43071,0,0828e789
43072,43072,0,00000000
